id_a,id_b,rerank_score,kept_by_rerank
DF1759_00075_02,DF1759_00075_03,-1.0,False
DF1759_00075_02,DF1759_00074_01,-1.0,False
DF1759_00075_02,DF1759_00077_01,-1.0,False
DF1759_00075_02,DF1759_00056_01,-1.0,False
DF1759_00075_02,DF1759_00061_01,-1.0,False
DF1759_00075_02,DF1759_00077_02,-1.0,False
DF1759_00075_02,DF1759_00057_02,-1.0,False
DF1759_00075_02,DF1759_00064_01,-1.0,False
DF1759_00075_02,DF1759_00064_03,-1.0,False
DF1759_00075_02,DF1759_00064_02,-1.0,False
DF1759_00075_02,DF1759_00167_01,-1.0,False
DF1759_00075_02,DF1176_00024_01,-1.0,False
DF1759_00075_02,DF1759_00057_01,-1.0,False
DF1759_00075_02,DF1759_00123_01,-1.0,False
DF1759_00075_02,DF1759_00141_01,-1.0,False
DF1759_00075_02,DF1759_00092_01,-1.0,False
DF1759_00075_02,DF1759_00123_02,-1.0,False
DF1759_00075_03,DF1759_00075_01,-1.0,False
DF1759_00075_03,DF1759_00075_02,-1.0,False
DF1759_00075_03,DF1759_00074_01,-1.0,False
DF1759_00075_03,DF1759_00077_01,-1.0,False
DF1759_00075_03,DF1759_00056_01,-1.0,False
DF1759_00075_03,DF1759_00077_02,-1.0,False
DF1759_00075_03,DF1759_00061_01,-1.0,False
DF1759_00075_03,DF1759_00123_01,-1.0,False
DF1759_00075_03,DF1759_00057_02,-1.0,False
DF1759_00075_03,DF1759_00123_02,-1.0,False
DF1759_00075_03,DF1759_00064_02,-1.0,False
DF1759_00075_03,DF1759_00064_03,-1.0,False
DF1759_00075_03,DF1759_00064_01,-1.0,False
DF1759_00075_03,DF1176_00046_01,-1.0,False
DF1759_00075_03,DF1176_00024_01,-1.0,False
DF1759_00075_03,DF1759_00141_01,-1.0,False
DF1759_00075_03,DF1759_00057_01,-1.0,False
DF1759_00075_03,DF1759_00092_01,-1.0,False
DF1759_00075_03,DF1759_00059_02,-1.0,False
DF1759_00075_03,DF1759_00128_01,-1.0,False
DF1759_00077_01,DF1759_00075_01,-1.0,False
DF1759_00077_01,DF1759_00077_02,-1.0,False
DF1759_00077_01,DF1759_00075_03,-1.0,False
DF1759_00077_01,DF1759_00056_01,-1.0,False
DF1759_00077_01,DF1759_00064_01,-1.0,False
DF1759_00077_01,DF1176_00046_01,-1.0,False
DF1759_00077_01,DF1759_00075_02,-1.0,False
DF1759_00077_01,DF1759_00074_01,-1.0,False
DF1759_00077_01,DF1759_00085_01,-1.0,False
DF1759_00077_01,DF1759_00059_02,-1.0,False
DF1759_00077_01,DF1759_00087_01,-1.0,False
DF1759_00077_01,DF1759_00059_01,-1.0,False
DF1759_00077_01,DF1759_00089_01,-1.0,False
DF1759_00077_01,DF1759_00061_01,-1.0,False
DF1759_00077_01,DF1759_00091_01,-1.0,False
DF1759_00077_01,DF1759_00092_01,-1.0,False
DF1759_00077_02,DF1759_00077_01,-1.0,False
DF1759_00077_02,DF1759_00074_01,-1.0,False
DF1759_00077_02,DF1759_00062_01,-1.0,False
DF1759_00077_02,DF1759_00075_01,-1.0,False
DF1759_00077_02,DF1759_00075_03,-1.0,False
DF1759_00077_02,DF1759_00061_01,-1.0,False
DF1759_00077_02,DF1759_00056_01,-1.0,False
DF1759_00077_02,DF1759_00064_01,-1.0,False
DF1759_00077_02,DF1759_00075_02,-1.0,False
DF1759_00077_02,DF1759_00059_01,-1.0,False
DF1759_00077_02,DF1176_00046_01,-1.0,False
DF1759_00077_02,DF1759_00064_03,-1.0,False
DF1759_00077_02,DF1759_00064_02,-1.0,False
DF1759_00077_02,DF1176_00024_01,-1.0,False
DF1759_00077_02,DF1759_00059_02,-1.0,False
DF1759_00077_02,DF1759_00057_02,-1.0,False
DF1759_00083_01,DF0009_00028_01,-1.0,False
DF1759_00083_01,DF0403_00032_02,-1.0,False
DF1759_00083_01,DF1759_00085_01,-1.0,False
DF1759_00083_01,DF1176_00033_01,-1.0,False
DF1759_00083_01,DF1759_00089_01,-1.0,False
DF1759_00083_01,DF1759_00118_01,-1.0,False
DF1759_00083_01,DF0403_00027_02,-1.0,False
DF1759_00083_01,DF1759_00091_01,-1.0,False
DF1759_00083_01,DF1176_00043_01,-1.0,False
DF1759_00083_01,DF1176_00036_01,-1.0,False
DF1759_00083_01,ZY0103_00020_02,-1.0,False
DF1759_00083_01,ZY0103_00038_01,-1.0,False
DF1759_00083_01,ZY0103_00029_01,-1.0,False
DF1759_00083_01,DF1759_00087_01,-1.0,False
DF1759_00083_01,DF0009_00036_01,-1.0,False
DF1759_00083_01,ZY0103_00020_01,-1.0,False
DF1759_00085_01,DF1759_00089_01,-1.0,False
DF1759_00085_01,DF1759_00091_01,-1.0,False
DF1759_00085_01,DF1759_00118_01,-1.0,False
DF1759_00085_01,DF1176_00036_01,-1.0,False
DF1759_00085_01,DF1759_00087_01,-1.0,False
DF1759_00085_01,DF1759_00122_01,-1.0,False
DF1759_00085_01,DF1759_00092_01,-1.0,False
DF1759_00085_01,DF1759_00077_01,-1.0,False
DF1759_00085_01,DF1759_00096_01,-1.0,False
DF1759_00085_01,DF1759_00094_02,-1.0,False
DF1759_00085_01,DF1176_00046_01,-1.0,False
DF1759_00085_01,DF1759_00128_01,-1.0,False
DF1759_00085_01,DF1759_00096_02,-1.0,False
DF1759_00085_01,DF1759_00130_01,-1.0,False
DF1759_00085_01,DF1759_00094_01,-1.0,False
DF1759_00085_01,DF1759_00056_01,-1.0,False
DF1759_00085_01,DF1759_00125_01,-1.0,False
DF1759_00087_01,DF1759_00092_01,-1.0,False
DF1759_00087_01,DF1759_00085_01,-1.0,False
DF1759_00087_01,DF1759_00089_01,-1.0,False
DF1759_00087_01,DF1759_00091_01,-1.0,False
DF1759_00087_01,DF1759_00077_01,-1.0,False
DF1759_00087_01,DF1759_00094_01,-1.0,False
DF1759_00087_01,DF1176_00036_01,-1.0,False
DF1759_00087_01,ZY0103_00025_01,-1.0,False
DF1759_00087_01,DF1759_00096_01,-1.0,False
DF1759_00087_01,DF1759_00094_02,-1.0,False
DF1759_00087_01,ZY0103_00021_01,-1.0,False
DF1759_00087_01,DF1176_00046_01,-1.0,False
DF1759_00087_01,ZY0103_00023_01,-1.0,False
DF1759_00087_01,DF1759_00118_01,-1.0,False
DF1759_00087_01,DF1759_00096_02,-1.0,False
DF1759_00087_01,DF1759_00056_01,-1.0,False
DF1759_00087_01,DF1759_00094_03,-1.0,False
DF1759_00089_01,DF1759_00085_01,-1.0,False
DF1759_00089_01,DF1759_00091_01,-1.0,False
DF1759_00089_01,DF1176_00036_01,-1.0,False
DF1759_00089_01,DF1759_00087_01,-1.0,False
DF1759_00089_01,DF1759_00118_01,-1.0,False
DF1759_00089_01,DF1759_00122_01,-1.0,False
DF1759_00089_01,DF1759_00096_01,-1.0,False
DF1759_00089_01,DF1759_00077_01,-1.0,False
DF1759_00089_01,DF1759_00092_01,-1.0,False
DF1759_00089_01,DF1759_00128_01,-1.0,False
DF1759_00089_01,DF1759_00094_02,-1.0,False
DF1759_00089_01,DF1759_00096_02,-1.0,False
DF1759_00089_01,DF1176_00046_01,-1.0,False
DF1759_00089_01,DF1759_00130_01,-1.0,False
DF1759_00089_01,DF1759_00056_01,-1.0,False
DF1759_00089_01,DF1759_00094_01,-1.0,False
DF1759_00089_01,DF1759_00123_01,-1.0,False
DF1759_00091_01,DF1759_00085_01,-1.0,False
DF1759_00091_01,DF1759_00089_01,-1.0,False
DF1759_00091_01,DF1759_00092_01,-1.0,False
DF1759_00091_01,DF1759_00122_01,-1.0,False
DF1759_00091_01,DF1759_00087_01,-1.0,False
DF1759_00091_01,DF1176_00036_01,-1.0,False
DF1759_00091_01,DF1759_00094_01,-1.0,False
DF1759_00091_01,DF1759_00096_01,-1.0,False
DF1759_00091_01,DF1759_00094_02,-1.0,False
DF1759_00091_01,DF1759_00077_01,-1.0,False
DF1759_00091_01,DF1759_00118_01,-1.0,False
DF1759_00091_01,DF1759_00096_02,-1.0,False
DF1759_00091_01,DF1759_00128_01,-1.0,False
DF1759_00091_01,DF1176_00046_01,-1.0,False
DF1759_00091_01,DF1759_00130_01,-1.0,False
DF1759_00091_01,DF1759_00056_01,-1.0,False
DF1759_00092_01,DF1759_00087_01,-1.0,False
DF1759_00092_01,DF1759_00091_01,-1.0,False
DF1759_00092_01,DF1759_00085_01,-1.0,False
DF1759_00092_01,DF1759_00094_01,-1.0,False
DF1759_00092_01,DF1759_00089_01,-1.0,False
DF1759_00092_01,DF1759_00077_01,-1.0,False
DF1759_00092_01,ZY0103_00025_01,-1.0,False
DF1759_00092_01,DF1759_00094_02,-1.0,False
DF1759_00092_01,ZY0103_00023_01,-1.0,False
DF1759_00092_01,DF1759_00094_03,-1.0,False
DF1759_00092_01,DF1759_00096_01,-1.0,False
DF1759_00092_01,ZY0103_00021_01,-1.0,False
DF1759_00092_01,DF1176_00046_01,-1.0,False
DF1759_00092_01,DF1176_00036_01,-1.0,False
DF1759_00092_01,DF1759_00075_01,-1.0,False
DF1759_00092_01,DF1759_00118_01,-1.0,False
DF1759_00092_01,DF1759_00075_03,-1.0,False
DF1759_00094_01,DF1759_00094_02,-1.0,False
DF1759_00094_01,DF1759_00094_03,-1.0,False
DF1759_00094_01,DF1759_00091_01,-1.0,False
DF1759_00094_01,DF1759_00092_01,-1.0,False
DF1759_00094_01,DF1759_00087_01,-1.0,False
DF1759_00094_01,DF1759_00085_01,-1.0,False
DF1759_00094_01,DF1759_00077_01,-1.0,False
DF1759_00094_01,DF1759_00089_01,-1.0,False
DF1759_00094_01,ZY0103_00025_01,-1.0,False
DF1759_00094_01,DF1759_00075_01,-1.0,False
DF1759_00094_01,DF1759_00056_01,-1.0,False
DF1759_00094_01,DF1759_00096_01,-1.0,False
DF1759_00094_01,DF1759_00096_02,-1.0,False
DF1759_00094_01,DF1759_00075_03,-1.0,False
DF1759_00094_01,DF1176_00046_01,-1.0,False
DF1759_00094_01,DF1759_00141_01,-1.0,False
DF1759_00094_01,DF1176_00036_01,-1.0,False
DF1759_00094_01,ZY0103_00023_01,-1.0,False
DF1759_00094_01,DF1759_00122_01,-1.0,False
DF1759_00094_01,DF1759_00128_01,-1.0,False
DF1759_00094_01,DF1759_00059_02,-1.0,False
DF1759_00094_01,ZY0103_00021_01,-1.0,False
DF1759_00094_02,DF1759_00094_03,-1.0,False
DF1759_00094_02,DF1759_00094_01,-1.0,False
DF1759_00094_02,DF1759_00091_01,-1.0,False
DF1759_00094_02,DF1759_00085_01,-1.0,False
DF1759_00094_02,DF1759_00089_01,-1.0,False
DF1759_00094_02,DF1759_00087_01,-1.0,False
DF1759_00094_02,DF1759_00092_01,-1.0,False
DF1759_00094_02,DF1759_00077_01,-1.0,False
DF1759_00094_02,DF1759_00096_01,-1.0,False
DF1759_00094_02,DF1759_00096_02,-1.0,False
DF1759_00094_02,DF1176_00036_01,-1.0,False
DF1759_00094_02,DF1176_00046_01,-1.0,False
DF1759_00094_02,DF1759_00128_01,-1.0,False
DF1759_00094_02,DF1759_00126_01,-1.0,False
DF1759_00094_02,DF1759_00056_01,-1.0,False
DF1759_00094_02,DF1759_00125_01,-1.0,False
DF1759_00094_02,DF1759_00130_01,-1.0,False
DF1759_00094_02,DF1759_00122_01,-1.0,False
DF1759_00094_02,DF1176_00041_01,-1.0,False
DF1759_00094_03,DF1759_00094_02,-1.0,False
DF1759_00094_03,DF1759_00094_01,-1.0,False
DF1759_00094_03,DF1759_00092_01,-1.0,False
DF1759_00094_03,DF1759_00087_01,-1.0,False
DF1759_00094_03,DF1759_00091_01,-1.0,False
DF1759_00094_03,DF1759_00077_01,-1.0,False
DF1759_00094_03,DF1759_00085_01,-1.0,False
DF1759_00094_03,DF1759_00089_01,-1.0,False
DF1759_00094_03,DF1759_00056_01,-1.0,False
DF1759_00094_03,DF1176_00046_01,-1.0,False
DF1759_00094_03,DF1759_00077_02,-1.0,False
DF1759_00094_03,DF1759_00061_01,-1.0,False
DF1759_00094_03,DF1759_00057_02,-1.0,False
DF1759_00094_03,DF1759_00059_02,-1.0,False
DF1759_00094_03,DF1759_00075_03,-1.0,False
DF1759_00094_03,DF1176_00036_01,-1.0,False
DF1759_00094_03,DF1759_00075_01,-1.0,False
DF1759_00094_03,DF1759_00062_01,-1.0,False
DF1759_00094_03,DF1759_00118_01,-1.0,False
DF1759_00094_03,DF1176_00024_01,-1.0,False
DF1759_00094_03,DF1759_00064_01,-1.0,False
DF1759_00096_01,DF1759_00096_02,-1.0,False
DF1759_00096_01,DF1759_00091_01,-1.0,False
DF1759_00096_01,DF1759_00089_01,-1.0,False
DF1759_00096_01,DF1759_00085_01,-1.0,False
DF1759_00096_01,DF1759_00087_01,-1.0,False
DF1759_00096_01,DF1759_00092_01,-1.0,False
DF1759_00096_01,DF1176_00036_01,-1.0,False
DF1759_00096_01,DF1759_00169_01,-1.0,False
DF1759_00096_01,DF1759_00094_02,-1.0,False
DF1759_00096_01,DF1759_00175_01,-1.0,False
DF1759_00096_01,DF1759_00094_01,-1.0,False
DF1759_00096_01,DF1759_00122_01,-1.0,False
DF1759_00096_01,DF1176_00029_01,-1.0,False
DF1759_00096_01,DF1759_00056_01,-1.0,False
DF1759_00096_01,DF1176_00034_01,-1.0,False
DF1759_00096_01,DF1759_00077_01,-1.0,False
DF1759_00096_01,DF1176_00031_01,-1.0,False
DF1759_00096_01,DF1759_00167_02,-1.0,False
DF1759_00096_01,DF1759_00141_01,-1.0,False
DF1759_00096_01,DF1759_00123_01,-1.0,False
DF1759_00096_01,DF1176_00046_01,-1.0,False
DF1759_00096_02,DF1759_00096_01,-1.0,False
DF1759_00096_02,DF1759_00169_01,-1.0,False
DF1759_00096_02,DF1759_00091_01,-1.0,False
DF1759_00096_02,DF1759_00089_01,-1.0,False
DF1759_00096_02,DF1759_00085_01,-1.0,False
DF1759_00096_02,DF1759_00087_01,-1.0,False
DF1759_00096_02,DF1176_00036_01,-1.0,False
DF1759_00096_02,DF1759_00092_01,-1.0,False
DF1759_00096_02,DF1759_00056_01,-1.0,False
DF1759_00096_02,DF1759_00094_02,-1.0,False
DF1759_00096_02,DF1759_00169_02,-1.0,False
DF1759_00096_02,DF1176_00029_01,-1.0,False
DF1759_00096_02,DF1759_00122_01,-1.0,False
DF1759_00096_02,DF1759_00171_02,-1.0,False
DF1759_00096_02,DF1759_00077_01,-1.0,False
DF1759_00096_02,DF1759_00094_01,-1.0,False
DF1759_00096_02,DF1176_00031_01,-1.0,False
DF1759_00096_02,DF1759_00175_01,-1.0,False
DF1759_00096_02,DF1759_00059_01,-1.0,False
DF1759_00096_02,DF1759_00167_02,-1.0,False
DF1759_00118_01,DF1759_00085_01,-1.0,False
DF1759_00118_01,DF1759_00089_01,-1.0,False
DF1759_00118_01,DF1759_00091_01,-1.0,False
DF1759_00118_01,DF1176_00036_01,-1.0,False
DF1759_00118_01,DF1759_00087_01,-1.0,False
DF1759_00118_01,DF1759_00092_01,-1.0,False
DF1759_00118_01,DF1759_00077_01,-1.0,False
DF1759_00118_01,DF1759_00122_01,-1.0,False
DF1759_00118_01,DF1759_00096_02,-1.0,False
DF1759_00118_01,DF1176_00046_01,-1.0,False
DF1759_00118_01,DF1759_00096_01,-1.0,False
DF1759_00118_01,DF1759_00094_02,-1.0,False
DF1759_00118_01,DF1759_00094_01,-1.0,False
DF1759_00118_01,DF1759_00059_02,-1.0,False
DF1759_00118_01,DF1759_00094_03,-1.0,False
DF1759_00118_01,DF1759_00056_01,-1.0,False
DF1759_00118_01,DF1759_00130_01,-1.0,False
DF1759_00118_01,DF1759_00128_01,-1.0,False
DF1759_00118_01,DF1759_00145_01,-1.0,False
DF1759_00118_01,DF1759_00167_02,-1.0,False
DF1759_00120_01,DF1759_00125_01,-1.0,False
DF1759_00120_01,DF1759_00122_01,-1.0,False
DF1759_00120_01,DF1759_00128_02,-1.0,False
DF1759_00120_01,DF0403_00019_03,-1.0,False
DF1759_00120_01,DF1176_00048_01,-1.0,False
DF1759_00120_01,DF1759_00153_03,-1.0,False
DF1759_00120_01,DF1759_00123_02,-1.0,False
DF1759_00120_01,DF1759_00150_01,-1.0,False
DF1759_00120_01,DF1759_00126_01,-1.0,False
DF1759_00120_01,DF1759_00128_01,-1.0,False
DF1759_00120_01,DF1759_00123_01,-1.0,False
DF1759_00120_01,DF1759_00083_01,-1.0,False
DF1759_00120_01,DF1759_00130_01,-1.0,False
DF1759_00120_01,ZY0103_00023_01,-1.0,False
DF1759_00120_01,DF1759_00131_01,-1.0,False
DF1759_00120_01,DF0403_00027_02,-1.0,False
DF1759_00122_01,DF1759_00091_01,-1.0,False
DF1759_00122_01,DF1759_00125_01,-1.0,False
DF1759_00122_01,DF1759_00128_01,-1.0,False
DF1759_00122_01,DF1759_00085_01,-1.0,False
DF1759_00122_01,DF1759_00089_01,-1.0,False
DF1759_00122_01,DF1759_00130_01,-1.0,False
DF1759_00122_01,DF1759_00123_01,-1.0,False
DF1759_00122_01,DF1759_00077_01,-1.0,False
DF1759_00122_01,DF1759_00123_02,-1.0,False
DF1759_00122_01,DF1176_00036_01,-1.0,False
DF1759_00122_01,DF1176_00046_01,-1.0,False
DF1759_00122_01,DF1759_00128_02,-1.0,False
DF1759_00122_01,DF1759_00131_01,-1.0,False
DF1759_00122_01,DF1759_00056_01,-1.0,False
DF1759_00122_01,DF1759_00075_03,-1.0,False
DF1759_00123_01,DF1759_00123_02,-1.0,False
DF1759_00123_01,DF1759_00128_01,-1.0,False
DF1759_00123_01,DF1759_00122_01,-1.0,False
DF1759_00123_01,DF1759_00075_03,-1.0,False
DF1759_00123_01,DF1759_00075_01,-1.0,False
DF1759_00123_01,DF1759_00125_01,-1.0,False
DF1759_00123_01,DF1759_00130_01,-1.0,False
DF1759_00123_01,DF1759_00077_01,-1.0,False
DF1759_00123_01,DF1759_00089_01,-1.0,False
DF1759_00123_01,DF1759_00056_01,-1.0,False
DF1759_00123_01,DF1759_00091_01,-1.0,False
DF1759_00123_01,DF1759_00075_02,-1.0,False
DF1759_00123_01,DF1759_00085_01,-1.0,False
DF1759_00123_01,DF1759_00153_02,-1.0,False
DF1759_00123_01,DF1176_00041_01,-1.0,False
DF1759_00123_01,DF1759_00141_01,-1.0,False
DF1759_00123_02,DF1759_00123_01,-1.0,False
DF1759_00123_02,DF1759_00122_01,-1.0,False
DF1759_00123_02,DF1759_00128_01,-1.0,False
DF1759_00123_02,DF1759_00125_01,-1.0,False
DF1759_00123_02,DF1759_00075_03,-1.0,False
DF1759_00123_02,DF1759_00075_01,-1.0,False
DF1759_00123_02,DF1759_00075_02,-1.0,False
DF1759_00123_02,DF1759_00171_02,-1.0,False
DF1759_00123_02,DF1759_00141_01,-1.0,False
DF1759_00123_02,DF1759_00130_01,-1.0,False
DF1759_00123_02,DF1759_00166_01,-1.0,False
DF1759_00123_02,DF1759_00167_01,-1.0,False
DF1759_00123_02,DF1759_00128_02,-1.0,False
DF1759_00123_02,DF1759_00172_03,-1.0,False
DF1759_00123_02,DF1759_00153_02,-1.0,False
DF1759_00123_02,DF1759_00172_01,-1.0,False
DF1759_00123_02,DF1759_00077_01,-1.0,False
DF1759_00125_01,DF1759_00128_01,-1.0,False
DF1759_00125_01,DF1759_00128_02,-1.0,False
DF1759_00125_01,DF1759_00122_01,-1.0,False
DF1759_00125_01,DF1759_00126_01,-1.0,False
DF1759_00125_01,DF1759_00130_01,-1.0,False
DF1759_00125_01,DF1759_00123_01,-1.0,False
DF1759_00125_01,DF1759_00123_02,-1.0,False
DF1759_00125_01,DF1759_00085_01,-1.0,False
DF1759_00125_01,DF1759_00091_01,-1.0,False
DF1759_00125_01,DF1759_00077_01,-1.0,False
DF1759_00125_01,DF1759_00131_01,-1.0,False
DF1759_00125_01,DF1759_00089_01,-1.0,False
DF1759_00125_01,DF1759_00150_01,-1.0,False
DF1759_00125_01,DF1176_00041_01,-1.0,False
DF1759_00125_01,DF1759_00094_02,-1.0,False
DF1759_00125_01,DF1176_00046_01,-1.0,False
DF1759_00125_01,DF1759_00153_03,-1.0,False
DF1759_00126_01,DF1759_00125_01,-1.0,False
DF1759_00126_01,DF1759_00128_01,-1.0,False
DF1759_00126_01,DF1759_00128_02,-1.0,False
DF1759_00126_01,DF1759_00077_01,-1.0,False
DF1759_00126_01,DF1759_00130_01,-1.0,False
DF1759_00126_01,DF1176_00041_01,-1.0,False
DF1759_00126_01,DF1176_00046_01,-1.0,False
DF1759_00126_01,DF1759_00122_01,-1.0,False
DF1759_00126_01,DF1759_00094_02,-1.0,False
DF1759_00126_01,DF1759_00141_01,-1.0,False
DF1759_00126_01,DF1176_00024_01,-1.0,False
DF1759_00126_01,DF1759_00091_01,-1.0,False
DF1759_00126_01,DF1759_00094_01,-1.0,False
DF1759_00126_01,DF1759_00131_01,-1.0,False
DF1759_00126_01,DF1176_00034_01,-1.0,False
DF1759_00126_01,DF1759_00172_01,-1.0,False
DF1759_00126_01,DF1759_00059_02,-1.0,False
DF1759_00126_01,DF1176_00036_01,-1.0,False
DF1759_00126_01,DF1759_00089_01,-1.0,False
DF1759_00126_01,DF1759_00151_01,-1.0,False
DF1759_00126_01,DF1759_00085_01,-1.0,False
DF1759_00128_01,DF1759_00125_01,-1.0,False
DF1759_00128_01,DF1759_00123_01,-1.0,False
DF1759_00128_01,DF1759_00122_01,-1.0,False
DF1759_00128_01,DF1759_00130_01,-1.0,False
DF1759_00128_01,DF1759_00128_02,-1.0,False
DF1759_00128_01,DF1759_00091_01,-1.0,False
DF1759_00128_01,DF1759_00089_01,-1.0,False
DF1759_00128_01,DF1759_00085_01,-1.0,False
DF1759_00128_01,DF1759_00123_02,-1.0,False
DF1759_00128_01,DF1759_00126_01,-1.0,False
DF1759_00128_01,DF1176_00041_01,-1.0,False
DF1759_00128_01,DF1759_00131_01,-1.0,False
DF1759_00128_01,DF1759_00077_01,-1.0,False
DF1759_00128_01,DF1176_00036_01,-1.0,False
DF1759_00128_01,DF1759_00141_01,-1.0,False
DF1759_00128_01,DF1759_00075_03,-1.0,False
DF1759_00128_01,DF1759_00167_02,-1.0,False
DF1759_00128_02,DF1759_00125_01,-1.0,False
DF1759_00128_02,DF1759_00128_01,-1.0,False
DF1759_00128_02,DF1759_00130_01,-1.0,False
DF1759_00128_02,DF1759_00122_01,-1.0,False
DF1759_00128_02,DF1759_00126_01,-1.0,False
DF1759_00128_02,DF1759_00131_01,-1.0,False
DF1759_00128_02,DF1759_00123_02,-1.0,False
DF1759_00128_02,DF1759_00123_01,-1.0,False
DF1759_00128_02,DF1759_00091_01,-1.0,False
DF1759_00128_02,DF1759_00096_02,-1.0,False
DF1759_00128_02,DF1759_00085_01,-1.0,False
DF1759_00128_02,DF1176_00041_01,-1.0,False
DF1759_00128_02,DF1759_00077_01,-1.0,False
DF1759_00128_02,DF1759_00089_01,-1.0,False
DF1759_00128_02,DF1759_00094_02,-1.0,False
DF1759_00128_02,DF1759_00094_01,-1.0,False
DF1759_00128_02,DF1759_00172_01,-1.0,False
DF1759_00130_01,DF1759_00131_01,-1.0,False
DF1759_00130_01,DF1176_00041_01,-1.0,False
DF1759_00130_01,DF1759_00122_01,-1.0,False
DF1759_00130_01,DF1759_00128_01,-1.0,False
DF1759_00130_01,DF1759_00125_01,-1.0,False
DF1759_00130_01,DF1759_00091_01,-1.0,False
DF1759_00130_01,DF1759_00085_01,-1.0,False
DF1759_00130_01,DF1759_00089_01,-1.0,False
DF1759_00130_01,DF1759_00123_01,-1.0,False
DF1759_00130_01,DF1759_00077_01,-1.0,False
DF1759_00130_01,DF1759_00128_02,-1.0,False
DF1759_00130_01,DF1759_00056_01,-1.0,False
DF1759_00130_01,DF1759_00064_02,-1.0,False
DF1759_00130_01,DF1176_00046_01,-1.0,False
DF1759_00130_01,DF1759_00064_03,-1.0,False
DF1759_00130_01,DF1176_00039_01,-1.0,False
DF1759_00130_01,DF1759_00126_01,-1.0,False
DF1759_00130_01,DF1759_00123_02,-1.0,False
DF1759_00131_01,DF1759_00130_01,-1.0,False
DF1759_00131_01,DF1176_00041_01,-1.0,False
DF1759_00131_01,DF1759_00128_01,-1.0,False
DF1759_00131_01,DF1759_00122_01,-1.0,False
DF1759_00131_01,DF1759_00125_01,-1.0,False
DF1759_00131_01,DF1759_00128_02,-1.0,False
DF1759_00131_01,DF1759_00085_01,-1.0,False
DF1759_00131_01,DF1759_00089_01,-1.0,False
DF1759_00131_01,DF1759_00091_01,-1.0,False
DF1759_00131_01,DF1759_00123_01,-1.0,False
DF1759_00131_01,DF1759_00077_01,-1.0,False
DF1759_00131_01,DF1759_00064_02,-1.0,False
DF1759_00131_01,DF1759_00126_01,-1.0,False
DF1759_00131_01,DF1759_00056_01,-1.0,False
DF1759_00131_01,DF1176_00046_01,-1.0,False
DF1759_00131_01,DF1759_00064_03,-1.0,False
DF1759_00131_01,DF1759_00145_01,-1.0,False
DF1759_00131_01,DF1176_00039_01,-1.0,False
DF1759_00131_01,DF1759_00167_02,-1.0,False
DF1759_00131_01,DF1176_00036_01,-1.0,False
DF1759_00131_01,DF1759_00094_02,-1.0,False
DF1759_00131_01,DF1759_00150_01,-1.0,False
DF1759_00138_01,DF1759_00148_01,-1.0,False
DF1759_00138_01,DF1759_00140_01,-1.0,False
DF1759_00138_01,DF1759_00145_01,-1.0,False
DF1759_00138_01,DF1759_00150_01,-1.0,False
DF1759_00138_01,DF1759_00146_01,-1.0,False
DF1759_00138_01,DF1759_00151_01,-1.0,False
DF1759_00138_01,DF1759_00143_02,-1.0,False
DF1759_00138_01,DF1759_00153_03,-1.0,False
DF1759_00138_01,DF1759_00143_01,-1.0,False
DF1759_00138_01,DF1759_00153_01,-1.0,False
DF1759_00138_01,DF1759_00141_01,-1.0,False
DF1759_00138_01,DF1759_00128_01,-1.0,False
DF1759_00138_01,DF1759_00083_01,-1.0,False
DF1759_00138_01,DF1759_00153_02,-1.0,False
DF1759_00138_01,DF0009_00032_01,-1.0,False
DF1759_00140_01,DF1759_00141_01,-1.0,False
DF1759_00140_01,DF1759_00145_01,-1.0,False
DF1759_00140_01,DF1759_00143_02,-1.0,False
DF1759_00140_01,DF1759_00143_01,-1.0,False
DF1759_00140_01,DF1759_00150_01,-1.0,False
DF1759_00140_01,DF1759_00148_01,-1.0,False
DF1759_00140_01,DF1759_00153_01,-1.0,False
DF1759_00140_01,DF1759_00151_01,-1.0,False
DF1759_00140_01,DF1759_00153_02,-1.0,False
DF1759_00140_01,DF1759_00153_03,-1.0,False
DF1759_00140_01,DF1759_00089_01,-1.0,False
DF1759_00140_01,DF1759_00146_01,-1.0,False
DF1759_00140_01,DF1759_00091_01,-1.0,False
DF1759_00140_01,DF1759_00085_01,-1.0,False
DF1759_00140_01,DF1759_00128_01,-1.0,False
DF1759_00140_01,DF1759_00122_01,-1.0,False
DF1759_00141_01,DF1759_00140_01,-1.0,False
DF1759_00141_01,DF1759_00151_01,-1.0,False
DF1759_00141_01,DF1759_00146_01,-1.0,False
DF1759_00141_01,DF1176_00034_01,-1.0,False
DF1759_00141_01,DF1759_00075_01,-1.0,False
DF1759_00141_01,DF1759_00143_02,-1.0,False
DF1759_00141_01,DF1759_00143_01,-1.0,False
DF1759_00141_01,DF1759_00145_01,-1.0,False
DF1759_00141_01,DF1759_00075_03,-1.0,False
DF1759_00141_01,DF1759_00077_01,-1.0,False
DF1759_00141_01,DF1759_00075_02,-1.0,False
DF1759_00141_01,DF1759_00128_01,-1.0,False
DF1759_00141_01,DF1759_00148_01,-1.0,False
DF1759_00141_01,DF1176_00036_01,-1.0,False
DF1759_00141_01,DF1176_00024_01,-1.0,False
DF1759_00141_01,DF1759_00167_02,-1.0,False
DF1759_00141_01,DF1759_00169_02,-1.0,False
DF1759_00141_01,DF1759_00123_02,-1.0,False
